"","ID","Gene.name","Biotype","EL4.NP.ER.Son","EL4.NP.SAL.Son","EL4.NP.SAL.Ext","EL4.Tot","EL4.Tot.ER","EL4.IC.SAL.1","EL4.IC.SAL.2"
"17978","NM_008796","Pctp","protein_coding",0.00143184,0.0446303,0.0189235,0.0143502,0,0.549818,0.152972
"17979","NR_045955","Scpep1os","antisense",0,0,0,0,0,2.46047,1.97755
"17980","NM_028011","Tom1l1","protein_coding",0,0,0,0,0,0,0.1075
"17981","NR_045956","4930405D11Rik","lincRNA",0,0,0.00650312,0,0,0.0410423,0.054881
"17982","NM_028547","Kif2b","protein_coding",0.00122495,0.011066,0.00707356,0.00338668,0,0.0212045,0.122873
"17983","NM_009427","Tob1","protein_coding",0.995267,2.29633,1.35105,1.36582,0,7.26781,4.01967
"17984","NM_144827","Spata20","protein_coding",0.0375087,0.00825356,0.0183614,0.00865652,0,0.240025,0.0475401
"17985","NM_001007584","Gm11541","protein_coding",0,0.00853265,0.0343303,0.0151888,0,0.00651936,0.101077
"17986","NM_177752","Eme1","protein_coding",0,0,0.957372,0,0,2.20913,5.00916
"17987","NM_134012","Mbtd1","protein_coding",0.407848,1.7973,2.12443,0,0,6.28769,2.53465
"17988","NM_018792","Hils1","protein_coding",0,0,0,0.131251,0,0,0
"17989","NR_028263","B130006D01Rik","protein_coding",0.1128821,0.121425,0.0386911,0.0957936,0,0.0654221,0.169639
"17990","NM_201609","Zfp652","protein_coding",1.265246,4.86073,4.94821,0,0,11.189,3.89825
"17991","NR_037223","Mir3063","miRNA",0,0,0,0,0,0,0
"17992","NM_001271018","Calcoco2","protein_coding",0.01151181,0.0297469,0.00855107,0.00822553,0,1.20295,1.01846
"17993","NM_007622","Cbx1","protein_coding",0,0.92871,4.02915,3.56541,0,10.8962,4.57029
"17994","NR_029562","Mir152","miRNA",2.18725,0.450284,0,0,0,0,8.12915
"17995","NM_146026","Prr15l","protein_coding",0.0564169,0.0103349,0.00717304,0.230571,0,0.00609408,0.137297
"17996","NR_106181","Mir8103","miRNA",0,14.8321,0,0,0,0,0
"17997","NR_106094","Mir7235","miRNA",0,0,0,0,0,0,0
"17998","NR_045496","2410003L11Rik","processed_transcript",0.0409899,0.00126863,0,0.00248462,0,0,0
"17999","NM_001289118","4933428G20Rik","protein_coding",0,0,0,0,0,0,0
"18000","NR_106180","Mir8102","miRNA",1.28364,21.4411,10.5544,1.02068,0,1.95828,14.6722
"18001","NM_001163307","Pcgf2","protein_coding",0.0234219,0.0378961,0,0,0,0,0
"18002","NM_028156","1700001P01Rik","protein_coding",0.245495,0.0382128,0.0221373,0.309821,0,0,0.076233
"18003","NR_105892","Mir6927","miRNA",0,0,0,0,0,0,0
"18004","NM_022891","Rpl23","protein_coding",16.40211,51.6879,53.2737,102.97,0,30.3082,44.4087
"18005","NR_028078","Snora21","snoRNA",432.508,481.679,242.349,12556.1,0,0,0
"18006","NM_207231","Arl5c","protein_coding",0.01239458,0.00941091,0.00459279,0.0646121,0,0.00104052,0.167762
"18007","NR_039579","Mir5119","miRNA",18.6291,0,1.1479,20.6555,0,0,4.07276
"18008","NM_011540","Tcap","protein_coding",0.01577751,0.013267,0.00752398,0.0847882,0,0.00946998,0.0841531
"18009","NM_001003817","Erbb2","protein_coding",0,0,0,0,0,0,0.228363
"18010","NM_001007461","Gsdma3","protein_coding",0.0886711,0.00490629,0.0121486,0.0016015,0,0.00116737,0.130578
"18011","NM_023256","Krt20","protein_coding",0.00146578,0.0028164,0.00260924,0.00118199,0,0.111452,0.166693
"18012","NM_213730","Krt39","protein_coding",0,0.00724581,0.00166828,0.00480729,0,0.00113387,0.152129
"18013","NM_020618","Smarce1","protein_coding",0.810572,1.31127,1.95656,0.89028,0,20.2171,16.8766
"18014","NM_025524","Krtap3-3","protein_coding",0,0.0591906,0.037537,0.00812138,0,0,0.124474
"18015","NM_025720","Krtap3-2","protein_coding",0,0.00177113,0.00376216,0,0,0.0706222,0.0232258
"18016","NM_027574","Krt28","protein_coding",0.3443429,0.0295664,0.213126,0.148601,0,0,0.116914
"18017","NM_023511","Krtap3-1","protein_coding",0,0.0114089,0.01549,0.0050678,0,0.0350933,0.0398304
"18018","NM_027157","Krtap1-5","protein_coding",0.00302003,0.006839,0.00433085,0.00121765,0,0.0989352,0
"18019","NM_001039502","Krtap1-4","protein_coding",0,0.00224849,0.000673002,0.00110092,0,0.006353,0.0575122
"18020","NM_029351","Krtap9-3","protein_coding",0.0237086,0.0258004,0.0193424,0.00183047,0,0,1.26821
"18021","NM_001127354","Gm11938","protein_coding",0,0.00338607,0.00705694,0.00221055,0,0.0527259,0.206644
"18022","NM_001099346","Gm11937","protein_coding",0,0.0133507,0.00319683,0,0,0.0523076,0.0328929
"18023","NM_027800","Krtap2-4","protein_coding",0,0.00414593,0.00297823,0.00324793,0,0.0612259,0.0989756
"18024","NM_001177537","Gm11562","protein_coding",0,0.00602447,0.010304,0.00168556,0,0.0402041,0.0303437
"18025","NM_138660","Casc3","protein_coding",2.37077,2.36573,0,0,0,0,0
"18026","NR_033551","Gm12359","antisense",0,0,0,0,0,0,28.9386
"18027","NM_001048196","Krtap4-1","protein_coding",0,0.0115916,0.00539702,0.00378369,0,0.00174675,0.00738591
"18028","NM_029613","Krtap4-7","protein_coding",0,0.0100697,0.0208971,0,0,0.00637315,0.0376418
"18029","NM_001126320","Gm11563","protein_coding",0,0,0.0035672,0,0,0,0.00244088
"18030","NM_001085547","Krtap4-8","protein_coding",0,0.00121544,0,0,0,0,0.191188
"18031","NM_001099311","Gm11596","protein_coding",0.00607377,0.00625196,0.0104792,0.00257779,0,0,0.00478034
"18032","NM_001195383","2300003K06Rik","protein_coding",0,0.0352219,0.00434874,0.00142276,0,0,3.09661
"18033","NM_001205030","Gm11568","protein_coding",0,0.00414888,0.0026492,0.00704218,0,0.00176527,0.0176238
"18034","NM_001177484","Gm11559","protein_coding",0,0.00203994,0.00139561,0.0011415,0,0.00790459,0.00222824
"18035","NM_001101613","Gm11567","protein_coding",0,0.00340732,0.00656946,0,0,0,0.0105264
"18036","NM_015741","Krtap9-1","protein_coding",0,0.00444021,0.00303774,0,0,0,0
"18037","NM_027568","Krtap31-1","protein_coding",0,0.0404845,0.0089641,0.00486464,0,0.0100224,0.237882
"18038","NM_027087","Krtap4-13",".",0,0.00168787,0,0.00991712,0,0,0
"18039","NM_001099312","Gm11569","protein_coding",0,0,0.00628122,0,0,0,0
"18040","NM_001025244","Krtap31-2","protein_coding",0,0.0453117,0.0102543,0.0046392,0,0.0192752,0.247215
"18041","NM_013570","Krt33b","protein_coding",0.01818324,0.0438961,0.123049,0.00962542,0,0.00227876,0.101042
"18042","NM_010659","Krt31","protein_coding",0.0110183,0.0190706,0.0507478,0.0306039,0,0.0159513,0.0220725
"18043","NM_001159374","Krt32","protein_coding",0.0129785,0.00380475,0.0135789,0,0,1.47099,0.0408556
"18044","NM_008471","Krt19","protein_coding",0.00216036,0.0142005,0.0199932,0.0049359,0,0,0.0612276
"18045","NM_001174099","Krt36","protein_coding",0,0.00469565,0.00335233,0.00418767,0,0.172703,0.0338883
"18046","NM_010663","Krt17","protein_coding",0,0.00833979,0.00884736,0.00129995,0,0.0557601,0.023273
"18047","NM_172565","Klhl11","protein_coding",1.884389,7.27576,8.11162,3.46327,0,23.4878,2.38697
"18048","NM_011508","Eif1","protein_coding",3.7312,16.5613,17.714,74.0438,0,16.6984,14.279
"18049","NM_010404","Hap1","protein_coding",0,0,0,0,0,0,0
"18050","NM_028024","Nkiras2","protein_coding",0.5548381,1.61124,0.872397,7.47907,0,0.674944,0.322486
"18051","NM_177790","Zfp385c","protein_coding",0.0777561,0,0,0,0,0,0.148151
"18052","NM_010221","Fkbp10","protein_coding",0,0,0,0,0,0,0
"18053","NM_029307","Hspb9","protein_coding",0.7578623,0.169861,0.245964,0.315507,0,0,0.28482
"18054","NM_010410","Hcrt","protein_coding",0.971348,0.00983157,0.0117709,0.08887,0,0.0105498,0.0375868
"18055","NR_130343","Mir7116",".",0,0,0,0,0,0,0
"18056","NM_019444","Ramp2","protein_coding",0.0188789,0.039285,0.020474,0.026726,0,0.011295,0.0636464
"18057","NM_007970","Ezh1","protein_coding",0.790289,0.953053,1.29091,5.52681,0,0.301025,0.324825
"18058","NR_105893","Mir6928","miRNA",0,0,0,0,0,1.3896,0
"18059","NM_026562","Cntd1","protein_coding",0.0940992,0,0.74103,0,0,0,0
"18060","NR_045806","4930417O22Rik","antisense",0.00257516,0.00477128,0.00380829,0.00311486,0,0.00575191,0.0848646
"18061","NM_029287","1700006E09Rik","protein_coding",0,0.00944334,0.00502492,0,0,0,0.267426
"18062","NM_007863","Mpp3","protein_coding",0.007953446,0.00249779,0.00328559,0.0102068,0,0.0028272,0.119697
"18063","NM_001160713","Cd300lg","protein_coding",0.0319176,0.058602,0.011013,0,0,0.05384,0.292531
"18064","NR_106179","Mir8101","miRNA",0,0,0,0,0,0,0
"18065","NR_131196","Bloodlinc","antisense",0,0.00219104,0.00131161,0,0,0.107623,0.552798
"18066","NR_105895","Mir6930","miRNA",0,0,0,0,0,0,0
"18067","NM_001302506","Tmub2","protein_coding",0,0,0,0,0,0,0
"18068","NM_080846","Higd1b","protein_coding",0.00475275,0.00293531,0.0292859,0.0766509,0,0,0.173672
"18069","NM_025766","Fam187a","protein_coding",0,0,0.00804322,0.019409,0,0,0
"18070","NR_037963","2410004I01Rik","lincRNA",0,0.00277081,0.00258017,0.00406998,0,0.0019778,0.0900404
"18071","NR_105896","Mir6931","miRNA",0,0,0,0,0,0,8.43717
"18072","NM_025988","Acbd4","protein_coding",0.3603127,2.54703,2.7432,0,0,0.0424112,1.59114
"18073","NM_011431","Eftud2","protein_coding",13.50704,7.78644,11.5004,17.6544,0,66.1348,35.8871
"18074","NM_027083","Lyzl6","protein_coding",0,0.186395,0.15721,0.00750012,0,0.130609,0.995127
"18075","NR_131143","1700072I22Rik",".",0,0,0.00214206,0,0,2.39169,3.80849
"18076","NM_199019","Sppl2c","protein_coding",0.01016951,0.00681694,0.00332636,0.00359019,0,0.0203026,0.0419522
"18077","NM_008740","Nsf","protein_coding",2.57469,3.29315,3.65221,15.5641,0,9.11478,4.70046
"18078","NR_130177","Gm11665","processed_transcript",0,0,0,0,0,0,0.0573897
"18079","NR_104047","Gm11651","antisense",0.00491713,0.0457063,0,0.01898,0,0,0.0758943
"18080","NM_008117","Gh","protein_coding",0.0144365,0.001486,0.00403724,0.0548115,0,0.00806139,0.580252
"18081","NM_029345","Prr29","protein_coding",0.0990942,0.200294,0,0,0,0.016039,0.0987999
"18082","NM_010494","Icam2","protein_coding",0.688826,0.939243,1.27321,1.09858,0,1.00244,1.64189
"18083","NM_001163473","1810010H24Rik","lincRNA",0.4746228,0.079519,0.00930686,0.167998,0,0,0.047192
"18084","NM_015810","Polg2","nonsense_mediated_decay",0,0,0,0,0,0,1.22925
"18085","NM_007582","Cacng1","protein_coding",0.00252892,0.00572684,0.0065688,0.0346678,0,0.0423647,0.00840381
"18086","NR_037224","Mir3064","miRNA",0,0,0,0,0,0,0
"18087","NM_001308498","Gm11715",".",0,0,0,0,0,0,0
"18088","NR_027956","1700052K11Rik",".",0.184202,0.647997,0,0,0,0,0
"18089","NR_105897","Mir6932","miRNA",0,0,326.637,142.486,0,0,0
"18090","NR_037978","E030025P04Rik","protein_coding",0.0230704,0.130459,0.135304,0.0576633,0,0.0314604,0.223606
"18091","NM_013475","Apoh","protein_coding",0,0.00529604,0.0164858,0.418005,0,0.00861912,0.49673
"18092","NR_045909","1700023C21Rik","lincRNA",0,0,0.0127856,0.00542243,0,0,0.019245
"18093","NR_038097","Gm11696","antisense",0,0,0,0,0,0,0
"18094","NM_011101","Prkca","protein_coding",0.387907,1.69547,3.01693,1.91663,0,10.4312,0
"18095","NR_106082","Mir7223","miRNA",0,0,0,0,0,0,0
"18096","NR_040680","LOC100503496","processed_transcript",0.142155,0,0,0,0,2.51118,0
"18097","NM_010604","Kcnj16","protein_coding",0.00260816,0,0,0.0068706,0,0.00748032,0.164768
"18098","NR_130164","1700012H19Rik",".",0,0,0.0611344,0,0,0,0.737311
"18099","NM_001042606","Sstr2","protein_coding",0.02513716,0,0.00201704,0,0,0.00248035,0.0546958
"18100","NM_013581","Cog1","protein_coding",1.580225,1.30305,1.89578,2.6276,0,2.23345,1.29172
"18101","NM_001102615","Kif19a","protein_coding",0.1387292,0.416876,0.139974,0,0,2.9998,0.783953
"18102","NM_199225","Cd300c","protein_coding",0,0.0156407,0.00531986,0,0,0.177412,0.0984278
"18103","NM_134158","AF251705","protein_coding",0,0.00556131,0.00266332,0,0,0,0.0938524
"18104","NM_001101656","Gm11710",".",0.00829271,0.0175191,0.0224834,0,0,0.0201881,0.26107
"18105","NM_199201","Cd300lh","protein_coding",0,0.0341753,0.0814795,0.00585233,0,0.0203341,0.176976
"18106","NM_145437","Cd300ld","protein_coding",0,0.00163342,0.00258421,0.00657586,0,0.0351807,0.0847867
"18107","NM_027862","Atp5h","protein_coding",2.946919,3.7273,4.76362,0,0,17.2505,14.0942
"18108","NM_001033775","Trim80","protein_coding",0.0112247,0.0455713,0.00144345,0.00319097,0,0.00586714,0.0494655
"18109","NM_176847","Ush1g","protein_coding",0.1388276,0.021955,0.00706453,0.371916,0,0.0373816,0.115619
"18110","NM_001080934","Slc16a5","protein_coding",0.0508539,0.499697,1.28881,0.0877265,0,0.2244,0.168127
"18111","NR_015556","2610035D17Rik","lincRNA",1.386715,2.91656,6.24206,1.68353,0,1.76521,1.07256
"18112","NM_001002929","Nup85","protein_coding",7.01878,6.44551,7.05828,32.0013,0,12.9256,4.18826
"18113","NR_049194","Mir5621","miRNA",0,0,0,0,0,0,0
"18114","NM_183259","Smim5","protein_coding",0.0125197,0.252213,0.0059153,0.25166,0,0.0580148,0.0323807
"18115","NM_001162998","Smim6","protein_coding",0.00327354,0.0289784,0.0016137,0.164983,0,0.0496774,0.124313
"18116","NM_133663","Itgb4","protein_coding",0.0823202,0,0.0407184,0,0,0,0
"18117","NM_172571","Fbf1","protein_coding",0.614317,0.989774,1.55829,2.76393,0,0.0132737,0.708203
"18118","NR_037269","Mir466n",".",0,0,0,0,0,0,0
"18119","NM_001033267","Qrich2","protein_coding",0.0064426,0.0218278,0.0106877,0.117698,0,0.0473102,0.199557
"18120","NM_009591","Aanat","protein_coding",0.00219973,0.0620175,0.0101913,0.0924081,0,0.185069,0.0413875
"18121","NM_009180","St6galnac2","protein_coding",1.10085,0,0,25.0761,0,0.54626,0
"18122","NR_035453","Mir1932","miRNA",0,0,0,18.3673,0,0,0
"18123","NR_045902","Gm11747","antisense",0,0,0,0,0,0,0.601744
"18124","NR_105899","Mir6934","miRNA",0,0,0,2.90793,0,0,0
"18125","NM_001167746","Dnah17","protein_coding",0.143932,0,0.0933318,0.453683,0,0.04514,0.179602
"18126","NR_105898","Mir6933","miRNA",0,0,97.6589,0,0,0,0
"18127","NR_029767","Mir338","miRNA",0,0,0,0,0,0,0
"18128","NR_037225","Mir3065",".",0,0,0,0,0,0,0
"18129","NM_130886","Card14","protein_coding",0,0,0,0,0,0,0
"18130","NM_145363","Tspan10","protein_coding",0.00136037,0.0233296,0.0118398,0.0180219,0,0.0438057,0.0981207
"18131","NM_012065","Pde6g","protein_coding",0,0.00425494,0,0.0768291,0,0.0995926,0.316171
"18132","NM_026814","Ppp1r27","protein_coding",0.00905922,0.0140048,0.0258626,0.106769,0,0.0123225,0.177154
"18133","NM_197995","Arl16","processed_transcript",1.184658,0,0,0,0,0,1.37133
"18134","NR_105901","Mir6936","miRNA",0,0,3.00651,0,0,0,0
"18135","NM_026428","Dcxr","protein_coding",0.1101621,0.0390622,0.123773,0.00142474,0,0,0
"18136","NM_133796","Arhgdia","protein_coding",23.2006,26.8167,29.9778,54.7208,0,144.418,62.9315
"18137","NM_145440","Uts2r","protein_coding",0.1569712,0.0635654,0.011136,0.0222228,0,0.010992,0.105615
"18138","NR_045313","Rptoros","antisense",0,0,0,0,0,0,0
"18139","NR_039557_1","Mir5098",".",0,0,0,0,0,0,3.88971
"18140","NR_105900","Mir6935","miRNA",0,0,0,0,0,0,3.22048
"18141","NM_139147","Rab40b","protein_coding",0.0192917,0.00681955,0.00200208,0.0787002,0,0.0396883,0.115256
"18142","NR_106095","Mir7236","miRNA",0,0,0,0,0,0,0
"18143","NM_001038699","Fn3k","protein_coding",0.0156296,0.00327458,0.00394422,0.0234863,0,0.0114363,0.3092
"18144","NM_001001333","Hexdc","protein_coding",0.151241,0,0,0,0,0,0
"18145","NM_178664","B3gntl1","protein_coding",0,0.618304,0,0,0,0,0.911684
"18146","NM_008895","Pomc","protein_coding",0,0,0,0,0,0.0426621,0.261548
"18147","NR_015579","2810032G03Rik","lincRNA",0,0.000493541,0.0141814,0.00515521,0,0.351054,0.398457
"18148","NR_015551","Rab10os","antisense",0,0,0,0,0,0,0
"18149","NM_001159537","Adcy3","protein_coding",1.482472,1.63035,0.858264,0,0,0,0
"18150","NM_001099628","Atad2b","protein_coding",0.755858,0,2.79813,1.93549,0,13.346,0
"18151","NM_029107","Fam228a","protein_coding",0,0,0,0,0,0,0
"18152","NR_045045","1700101O22Rik",".",0,0,0,0,0,0,0.398436
"18153","NR_045884","Dnmt3aos","antisense",0.312624,0.0497898,0.00533392,0.212094,0,0.00557735,0.0832897
"18154","NM_177802","Slc7a15","protein_coding",0,0,0.0162255,0,0,0.0453661,0.16456
"18155","NR_045488","1700022H16Rik",".",0,0.00568574,0.0151273,0,0,0,0
"18156","NM_027588","Nt5c1b","nonsense_mediated_decay",0.0117471,0.0332908,0.0137046,0.0463339,0,0.0133094,0.466279
"18157","NM_023697","Rdh14","protein_coding",0.3876979,4.11276,4.65106,3.7488,0,7.70025,10.9806
"18158","NR_110487","Gm38407",".",0,0.00119123,0.00513435,0.0102654,0,0,0.15551
"18159","NR_045860","7420701I03Rik",".",0.02507679,0,0,0.00238639,0,0,0.0146431
"18160","NM_019544","Msgn1","protein_coding",0.0766676,0.0868923,0.0750395,0.0115596,0,0.0489411,0
"18161","NR_045966","4930511A02Rik","lincRNA",0.0118602,0.000601775,0.000360238,0.0142739,0,0.109984,0.303261
"18162","NR_106136","Mir7675","miRNA",0,0,0,0,0,0,0
"18163","NR_045829","4921511I17Rik",".",0,0.0201566,0.0305558,0.0233024,0,0,0.0800883
"18164","NR_045003","Gm16497",".",0,0.00810024,0.00354806,0.000386936,0,0.221066,0.184492
"18165","NR_045960","4930448C13Rik",".",0,0.00258618,0.00309631,0,0,0,0.103161
"18166","NR_105809","Mir6387","miRNA",0,0,0,0,0,0,0
"18167","NM_133699","Atp6v1c2","protein_coding",0,0,0,0,0,0,0
"18168","NM_009072","Rock2","protein_coding",0.1882867,4.49825,2.268,3.06978,0,12.6879,18.3405
"18169","NR_027821","1810032O08Rik","protein_coding",0.962169,0.884095,0,0,0,0,0
"18170","NR_028570","Snord1a","snoRNA",186.098,1609.54,2666.81,5578.44,0,0,0
"18171","NM_001098168","Asap2","protein_coding",0.0395317,0,0,0,0,0,0
"18172","NR_046278","4930480M12Rik",".",0,0,0,0.0585116,0,0,0.0380723
"18173","NR_131149","Gm29687",".",0.00747363,0.00230787,0.00460517,0,0,0.194953,0.317353
"18174","NR_130981","4930549C15Rik",".",0,0,0.000585906,0.0460707,0,0.00560458,0.102093
"18175","NM_001081378","Kidins220","protein_coding",3.01743,0,0,11.0391,0,0,0
"18176","NM_009417","Tpo","protein_coding",0.1846914,0.045227,0.0502654,0.00694082,0,0.0643112,0.063426
"18177","NM_027828","Fam110c","protein_coding",0,0.00711472,0.00151808,0.00165555,0,0.0825211,0.0815036
"18178","NM_001159743","Fam150b","protein_coding",2.8341,0,0,0,0,0,0
"18179","NM_001110239","Acp1","protein_coding",0.965878,0,0.621036,0,0,5.15831,5.31196
"18180","NM_028002","Dus4l","protein_coding",0.0646914,0.869166,1.17281,2.25749,0,0.62391,0.545108
"18181","NR_046080","C630031E19Rik",".",0.00450841,0.0292969,0.0232643,0.000778764,0,0.0444344,0.0413691
"18182","NM_029152","Efcab10","protein_coding",0,0,0.00878095,0,0,0.00852587,0.064841
"18183","NR_015602","F730043M19Rik","processed_transcript",0.00804507,0.0912271,0.0515833,0.12543,0,0.0235227,126.369
"18184","NM_033522","Ferd3l","protein_coding",0.0246937,0.0202619,0.00182592,0.0108275,0,0.623264,0.591698
"18185","NR_131031","Atxn7l1os2","processed_transcript",0,0,0,0,0,0,0.208826
"18186","NR_045051","9130015A21Rik",".",0.0556324,0,0,0,0,0.029347,0.0127272
"18187","NM_207531","Agr3","protein_coding",0.0149696,0.00446081,0,0.00206607,0,0,0.196895
"18188","NM_011783","Agr2","protein_coding",0,0.00901857,0.00335095,0.036544,0,0,0.148615
"18189","NM_025312","Sostdc1","protein_coding",0.0373009,0.0933928,0.0558683,0.0186781,0,0.00221729,0.594978
"18190","NR_003649","Gm5434","protein_coding",0.0175701,0,0,0,0,0.0444199,0.0325704
"18191","NM_008584","Meox2","protein_coding",0.00393485,0.0194912,0.012608,0.0028557,0,0.0484307,3.61393
"18192","NM_178767","Agmo","protein_coding",0,0.00106807,0.00154031,0.000522953,0,0.13968,0.117653
"18193","NR_037309","Mir3472","miRNA",0,0,0,0,0,0,0
"18194","NM_009132","Scin","protein_coding",0,0.00328967,0,0.011327,0,0.0287288,0.0803344
"18195","NM_001033437","Lsmem1","protein_coding",0.0261243,0.00360836,0.00740591,0.0242297,0,7.02249,0.122998
"18196","NM_178681","Dgkb","protein_coding",0.00381339,0.00633271,0.00431201,0.000573815,0,0.0140398,0.0962522
"18197","NR_045943","4930428E07Rik",".",0,0.000726453,0.033506,0,0,0.00197046,0.404557
"18198","NM_013562","Ifrd1","protein_coding",1.63748,6.86831,4.56991,8.77794,0,5.46057,2.53737
"18199","NM_001271386","Hdac9","protein_coding",0.087566,0,0,0.341148,0,0,0
"18200","NM_172803","Dock4","protein_coding",0.1827649,0.0801138,0.0508788,0.0805942,0,0.035143,0.313074
"18201","NR_049203","Mir5627","miRNA",89.2129,1.20011,62.2628,0,0,0,8.9468
"18202","NR_039586","Mir5125",".",0,0,0,0,0,0,0
"18203","NR_045472","1810007C17Rik",".",0,0.00514289,0.00307867,0.00201448,0,0,0
"18204","NM_007728","Coch","protein_coding",0.2566081,0.0354111,0,0,0,0.0154182,0.0797867
"18205","NM_008159","Gpr33","protein_coding",0,0.00747787,0.000526641,0,0,0.0457367,0.163973
"18206","NM_009706","Arhgap5","protein_coding",0.1067332,4.577,5.90654,5.19971,0,11.1559,3.46806
"18207","NR_108033","1700104L18Rik",".",0,0,0.00471716,0.0565876,0,0.021374,0.125524
"18208","NR_035439","Mir1892",".",0,0,0,0,0,0,0
"18209","NM_198111","Akap6","protein_coding",1.252032,2.79429,3.92888,0,0,11.0934,4.25064
"18210","NM_207523","Rpl23a","protein_coding",4.01475,0,0,0,0,6355.11,837.237
"18211","NR_037682","Snord42a","snoRNA",1398.67,96137.2,96255.3,0,0,0,0
"18212","NM_008701","Nkx2-9","protein_coding",0.041561,0.0591174,0.0384311,0.0166786,0,0,0.102416
"18213","NR_131112","BC042761",".",0,0.00871038,0,0.0232627,0,0,0.0364946
"18214","NM_001112714","Ralgapa1",".",0.228087,0,0,3.18056,0,0,0
"18215","NM_001164370","Mipol1","protein_coding",0,1.39148,0.905017,3.13022,0,0,0
"18216","NM_177321","Mia2","protein_coding",0,0.00231549,0.00612808,0.0177986,0,0.0119001,0.174742
"18217","NR_045049","Gm20063",".",0,0.128648,0.00296951,0.00230098,0,0.00478013,0.0604494
"18218","NR_131949","Spanxn4",".",0,0.00298757,0,0,0,0.0648287,0.336124
"18219","NR_033222","9330151L19Rik","protein_coding",0,0,0,0,0,0.079127,0.0639536
"18220","NM_178253","Klhdc1","protein_coding",0.23408671,0.723339,0.737532,0,0,0.0256374,0.278898
"18221","NR_045174","F730035M05Rik","lincRNA",0.0046284,0.0205843,0.0311091,0.00653148,0,0.0315475,0.761245
"18222","NM_001135559","Sos2","protein_coding",0.417121,5.84497,0,5.32904,0,1.42221,1.85485
"18223","NM_029227","Tomm20l","protein_coding",0,0,0,0,0,0.418901,1.26077
"18224","NR_030450","Mir681","miRNA",0,0.598747,0.295174,0.482855,0,0,2.09456
"18225","NR_033573","4930512B01Rik",".",0,0,0,0,0,0,0
"18226","NR_038172","4931403G20Rik","lincRNA",0,0,0,0,0,0,0
"18227","NM_178628","Atl1","protein_coding",0,0,0,0,0,0,0
"18228","NR_036607","Gm3086","protein_coding",0,0,0,0,0,0,0
"18229","NR_045941","4930404H11Rik",".",0.00447581,0.00184285,0.00579168,0,0,0.00357044,0.0852667
"18230","NM_001163378","2700049A03Rik","protein_coding",0,0,0,0.473327,0,0.153971,0.661085
"18231","NM_026038","L3hypdh","protein_coding",0.098576,0.0659422,0.113601,0.0142671,0,0.00846826,0.0267763
"18232","NM_172464","Daam1","protein_coding",0,1.58225,0,0,0,0,0
"18233","NM_028687","Ccdc175","protein_coding",0,0,0,0,0,0.0122237,0.130907
"18234","NR_037248","Mir466o",".",0,0,0,0,0,0,0
"18235","NM_011384","Six6","protein_coding",0.003961466,0.0051543,0.00658746,0.00343051,0,0.00875292,0.140128
"18236","NM_029444","4930447C04Rik","protein_coding",0.0108303,0.00335817,0.00426425,0.00145206,0,0.38027,0.361693
"18237","NR_030735","1700086L19Rik",".",0.0238511,0.000366118,0.0191398,0.00330571,0,0.101,0.463316
"18238","NM_028203","Wdr89","protein_coding",0,0.659338,0.886673,0,0,0,0
"18239","NR_028520","Gm10451","protein_coding",1.289245,0,2.0584,0,0,0.0910269,1.82836
"18240","NR_039597","Mir5135","miRNA",0,0,0.844469,0,0,0,0
"18241","NR_039560","Mir5101","miRNA",0,0,0,0,0,0,0
"18242","NM_027597","Fam71d","protein_coding",0,0.0217174,0.0053884,0.000341917,0,0,0
"18243","NM_019579","Mpp5","protein_coding",0.0800464,1.42485,1.04734,3.19763,0,0.286247,0.844209
"18244","NM_009705","Arg2","protein_coding",0,0,0,0,0,0,0
"18245","NM_181073","Plekhh1","protein_coding",0.00257345,0,0,0,0,0,0.629766
"18246","NR_110486","9230116L04Rik",".",0.2221209,0,0,0,0,0,0
"18247","NR_045490","2310002D06Rik",".",0.0301174,0.00339583,0,0.0837212,0,0.018422,0.275518
"18248","NR_037995","Plekhd1os","antisense",0.0125367,0.00242323,0.0161675,0.0276844,0,0.0217269,0.195024
"18249","NR_033786","1700052I22Rik",".",0,0.0443249,0.0750815,0.0144684,0,0.0987274,1.12972
"18250","NM_009159","Srsf5","protein_coding",2.94699,4.93619,11.665,0,0,16.8701,7.64114
"18251","NR_037227","Mir3067","miRNA",0,0,0,0,0,15.7999,0
"18252","NM_018814","Pcnx","protein_coding",0.943166,0,0,0,0,0.773702,0
"18253","NR_046045","1700085C21Rik",".",0.0105026,0.0017763,0.023039,0.0255118,0,0.0695947,0.0399058
"18254","NM_028821","Dnal1","protein_coding",0.0460686,0.237401,0.393024,0.86472,0,0.664274,0.77125
"18255","NM_028377","Ccdc176","protein_coding",0,0,0.230707,0,0,1.92277,0.0473296
"18256","NM_001271705","Pgf","protein_coding",0.0317786,0.0120293,0.0178585,0,0,0.322724,2.0416
"18257","NR_028577","D030025P21Rik","protein_coding",0,0.0714252,0.0504134,0.0133819,0,0,0
"18258","NR_105903","Mir6938","miRNA",0,0,0,0,0,0,0
"18259","NM_029601","Ift43","protein_coding",0,0.0266056,0.0077221,0.0355277,0,0.0147613,0.120869
"18260","NM_027405","Gpatch2l","protein_coding",0.637403,1.11484,0.783309,1.83189,0,0.473632,0.60888
"18261","NM_001195767","Lrrc74a","protein_coding",0.00579942,0.033728,0.0183441,0.107902,0,0.0498217,0.326699
